ENCODED_MCT,TA_YM,IndustryRiskIndex_3m,IndustryRiskIndex_6m
00646B6673,202305,0.0,0.0
00646B6673,202306,0.0,0.0
00646B6673,202307,0.0,0.0
00646B6673,202308,0.0,0.0
00646B6673,202309,0.0,0.0
00646B6673,202310,0.0,0.0
00646B6673,202311,0.0,0.0
00646B6673,202312,0.0,0.0
00646B6673,202401,0.0,0.0
00646B6673,202402,0.0,0.0
00646B6673,202403,0.0,0.0
00646B6673,202404,0.08220527334635941,0.5509370703253318
00646B6673,202405,0.08220527334635941,0.5509370703253318
00646B6673,202406,0.08220527334635941,0.5509370703253318
00646B6673,202407,0.08220527334635941,0.04925966657467162
00646B6673,202408,0.08220527334635941,0.04925966657467162
00646B6673,202409,0.08220527334635941,0.04925966657467162
00646B6673,202410,0.0,0.0
00646B6673,202411,0.0,0.0
00646B6673,202412,0.0,0.0
0074C4990A,202301,0.9999999999999996,1.0000000000000002
0074C4990A,202302,0.9999999999999996,1.0000000000000002
0074C4990A,202303,0.9999999999999996,1.0000000000000002
0074C4990A,202304,0.9999999999999996,1.0000000000000002
0074C4990A,202305,0.9999999999999996,1.0000000000000002
0074C4990A,202306,0.9999999999999996,1.0000000000000002
0074C4990A,202307,0.9999999999999996,1.0000000000000002
0074C4990A,202308,0.9999999999999996,1.0000000000000002
0074C4990A,202309,0.9999999999999996,1.0000000000000002
0074C4990A,202310,0.9999999999999996,1.0000000000000002
0074C4990A,202311,0.9999999999999996,1.0000000000000002
0074C4990A,202312,0.9999999999999996,1.0000000000000002
0074C4990A,202401,0.9999999999999996,1.0000000000000002
0074C4990A,202402,0.9999999999999996,1.0000000000000002
0074C4990A,202403,0.9999999999999996,1.0000000000000002
0074C4990A,202404,0.9999999999999996,0.5509370703253318
0074C4990A,202405,0.9999999999999996,0.5509370703253318
0074C4990A,202406,0.9999999999999996,0.5509370703253318
0074C4990A,202407,0.9999999999999996,0.5509370703253318
0074C4990A,202408,0.9999999999999996,0.5509370703253318
0074C4990A,202409,0.9999999999999996,0.5509370703253318
0074C4990A,202410,0.9999999999999996,0.04925966657467162
0074C4990A,202411,0.9999999999999996,0.04925966657467162
0074C4990A,202412,0.9999999999999996,0.04925966657467162
007BE37BA2,202301,0.0,0.0
007BE37BA2,202302,0.0,0.0
007BE37BA2,202303,0.0,0.0
007BE37BA2,202304,0.0,0.0
007BE37BA2,202305,0.0,0.0
007BE37BA2,202306,0.0,0.0
007BE37BA2,202307,0.0,0.0
007BE37BA2,202308,0.0,0.0
007BE37BA2,202309,0.0,0.0
007BE37BA2,202310,0.0,0.0
007BE37BA2,202311,0.0,0.0
007BE37BA2,202312,0.0,0.0
007BE37BA2,202401,0.0,0.0
007BE37BA2,202402,0.0,0.0
007BE37BA2,202403,0.0,0.0
007BE37BA2,202404,0.08220527334635941,0.5509370703253318
007BE37BA2,202405,0.08220527334635941,0.5509370703253318
007BE37BA2,202406,0.08220527334635941,0.5509370703253318
007BE37BA2,202407,0.08220527334635941,0.04925966657467162
007BE37BA2,202408,0.08220527334635941,0.04925966657467162
007BE37BA2,202409,0.08220527334635941,0.04925966657467162
007BE37BA2,202410,0.0,0.0
007BE37BA2,202411,0.0,0.0
007BE37BA2,202412,0.0,0.0
00803E9174,202402,0.9999999999999996,0.5509370703253318
00803E9174,202403,0.9999999999999996,0.5509370703253318
00803E9174,202404,0.08220527334635941,0.5509370703253318
00803E9174,202405,0.08220527334635941,0.5509370703253318
00803E9174,202406,0.08220527334635941,0.5509370703253318
00803E9174,202407,0.08220527334635941,0.04925966657467162
00803E9174,202408,0.08220527334635941,0.04925966657467162
00803E9174,202409,0.08220527334635941,0.04925966657467162
00803E9174,202410,0.0,0.0
00803E9174,202411,0.0,0.0
00803E9174,202412,0.0,0.0
0080644746,202301,0.0,0.0
0080644746,202302,0.0,0.0
0080644746,202303,0.0,0.0
0080644746,202304,0.0,0.0
0080644746,202305,0.0,0.0
0080644746,202306,0.0,0.0
0080644746,202307,0.0,0.0
0080644746,202308,0.0,0.0
0080644746,202309,0.0,0.0
0080644746,202310,0.0,0.0
0080644746,202311,0.0,0.0
0080644746,202312,0.0,0.0
0080644746,202401,0.0,0.0
0080644746,202402,0.0,0.0
0080644746,202403,0.0,0.0
0080644746,202404,0.08220527334635941,0.5509370703253318
0080644746,202405,0.08220527334635941,0.5509370703253318
0080644746,202406,0.08220527334635941,0.5509370703253318
0080644746,202407,0.08220527334635941,0.04925966657467162
0080644746,202408,0.08220527334635941,0.04925966657467162
0080644746,202409,0.08220527334635941,0.04925966657467162
0080644746,202410,0.0,0.0
0080644746,202411,0.0,0.0
0080644746,202412,0.0,0.0
00A2CF886A,202301,0.0,0.0
00A2CF886A,202302,0.0,0.0
00A2CF886A,202303,0.0,0.0
00A2CF886A,202304,0.0,0.0
00A2CF886A,202305,0.0,0.0
00A2CF886A,202306,0.0,0.0
00A2CF886A,202307,0.0,0.0
00A2CF886A,202308,0.0,0.0
00A2CF886A,202309,0.0,0.0
00A2CF886A,202310,0.0,0.0
00A2CF886A,202311,0.0,0.0
00A2CF886A,202312,0.0,0.0
00A2CF886A,202401,0.0,0.0
00A2CF886A,202402,0.0,0.0
00A2CF886A,202403,0.0,0.0
00A2CF886A,202404,0.08220527334635941,0.5509370703253318
00A2CF886A,202405,0.08220527334635941,0.5509370703253318
00A2CF886A,202406,0.08220527334635941,0.5509370703253318
00A2CF886A,202407,0.08220527334635941,0.04925966657467162
00A2CF886A,202408,0.08220527334635941,0.04925966657467162
00A2CF886A,202409,0.08220527334635941,0.04925966657467162
00A2CF886A,202410,0.0,0.0
00A2CF886A,202411,0.0,0.0
00A2CF886A,202412,0.0,0.0
00BC189C4B,202301,0.0,0.0
00BC189C4B,202302,0.0,0.0
00BC189C4B,202303,0.0,0.0
00BC189C4B,202304,0.0,0.0
00BC189C4B,202305,0.0,0.0
00BC189C4B,202306,0.0,0.0
00BC189C4B,202307,0.0,0.0
00BC189C4B,202308,0.0,0.0
00BC189C4B,202309,0.0,0.0
00BC189C4B,202310,0.0,0.0
00BC189C4B,202311,0.0,0.0
00BC189C4B,202312,0.0,0.0
00BC189C4B,202401,0.0,0.0
00BC189C4B,202402,0.0,0.0
00BC189C4B,202403,0.0,0.0
00BC189C4B,202404,0.08220527334635941,0.5509370703253318
00BC189C4B,202405,0.08220527334635941,0.5509370703253318
00BC189C4B,202406,0.08220527334635941,0.5509370703253318
00BC189C4B,202407,0.08220527334635941,0.04925966657467162
00BC189C4B,202408,0.08220527334635941,0.04925966657467162
00BC189C4B,202409,0.08220527334635941,0.04925966657467162
00BC189C4B,202410,0.0,0.0
00BC189C4B,202411,0.0,0.0
00BC189C4B,202412,0.0,0.0
00CEAAD71A,202301,0.0,0.0
00CEAAD71A,202302,0.0,0.0
00CEAAD71A,202303,0.0,0.0
00CEAAD71A,202304,0.0,0.0
00CEAAD71A,202305,0.0,0.0
00CEAAD71A,202306,0.0,0.0
00CEAAD71A,202307,0.0,0.0
00CEAAD71A,202308,0.0,0.0
00CEAAD71A,202309,0.0,0.0
00CEAAD71A,202310,0.0,0.0
00CEAAD71A,202311,0.0,0.0
00CEAAD71A,202312,0.0,0.0
00CEAAD71A,202401,0.0,0.0
00CEAAD71A,202402,0.0,0.0
00CEAAD71A,202403,0.0,0.0
00CEAAD71A,202404,0.08220527334635941,0.5509370703253318
00CEAAD71A,202405,0.08220527334635941,0.5509370703253318
00CEAAD71A,202406,0.08220527334635941,0.5509370703253318
00CEAAD71A,202407,0.08220527334635941,0.04925966657467162
00CEAAD71A,202408,0.08220527334635941,0.04925966657467162
00CEAAD71A,202409,0.08220527334635941,0.04925966657467162
00CEAAD71A,202410,0.0,0.0
00CEAAD71A,202411,0.0,0.0
00CEAAD71A,202412,0.0,0.0
00DA1813DE,202301,0.9999999999999996,1.0000000000000002
00DA1813DE,202302,0.9999999999999996,1.0000000000000002
00DA1813DE,202303,0.9999999999999996,1.0000000000000002
00DA1813DE,202304,0.9999999999999996,1.0000000000000002
00DA1813DE,202305,0.9999999999999996,1.0000000000000002
00DA1813DE,202306,0.9999999999999996,1.0000000000000002
00DA1813DE,202307,0.9999999999999996,1.0000000000000002
00DA1813DE,202308,0.9999999999999996,1.0000000000000002
00DA1813DE,202309,0.9999999999999996,1.0000000000000002
00DA1813DE,202310,0.9999999999999996,1.0000000000000002
00DA1813DE,202311,0.9999999999999996,1.0000000000000002
00DA1813DE,202312,0.9999999999999996,1.0000000000000002
00DA1813DE,202401,0.9999999999999996,1.0000000000000002
00DA1813DE,202402,0.9999999999999996,1.0000000000000002
00DA1813DE,202403,0.9999999999999996,1.0000000000000002
00DA1813DE,202404,0.9999999999999996,0.5509370703253318
00DA1813DE,202405,0.9999999999999996,0.5509370703253318
00DA1813DE,202406,0.9999999999999996,0.5509370703253318
00DA1813DE,202407,0.9999999999999996,0.5509370703253318
00DA1813DE,202408,0.9999999999999996,0.5509370703253318
00DA1813DE,202409,0.9999999999999996,0.5509370703253318
00DA1813DE,202410,0.9999999999999996,0.04925966657467162
00DA1813DE,202411,0.9999999999999996,0.04925966657467162
00DA1813DE,202412,0.9999999999999996,0.04925966657467162
00F54829E1,202301,0.0,0.0
00F54829E1,202302,0.0,0.0
00F54829E1,202303,0.0,0.0
00F54829E1,202304,0.0,0.0
00F54829E1,202305,0.0,0.0
00F54829E1,202306,0.0,0.0
00F54829E1,202307,0.0,0.0
00F54829E1,202308,0.0,0.0
00F54829E1,202309,0.0,0.0
00F54829E1,202310,0.0,0.0
00F54829E1,202311,0.0,0.0
00F54829E1,202312,0.0,0.0
00F54829E1,202401,0.0,0.0
00F54829E1,202402,0.0,0.0
00F54829E1,202403,0.0,0.0
00F54829E1,202404,0.08220527334635941,0.5509370703253318
00F54829E1,202405,0.08220527334635941,0.5509370703253318
00F54829E1,202406,0.08220527334635941,0.5509370703253318
00F54829E1,202407,0.08220527334635941,0.04925966657467162
00F54829E1,202408,0.08220527334635941,0.04925966657467162
00F54829E1,202409,0.08220527334635941,0.04925966657467162
00F54829E1,202410,0.0,0.0
00F54829E1,202411,0.0,0.0
00F54829E1,202412,0.0,0.0
00F733C995,202301,0.0,0.0
00F733C995,202302,0.0,0.0
00F733C995,202303,0.0,0.0
00F733C995,202304,0.0,0.0
00F733C995,202305,0.0,0.0
00F733C995,202306,0.0,0.0
00F733C995,202307,0.0,0.0
00F733C995,202308,0.0,0.0
00F733C995,202309,0.0,0.0
00F733C995,202310,0.0,0.0
00F733C995,202311,0.0,0.0
00F733C995,202312,0.0,0.0
00F733C995,202401,0.0,0.0
00F733C995,202402,0.0,0.0
00F733C995,202403,0.0,0.0
00F733C995,202404,0.08220527334635941,0.5509370703253318
00F733C995,202405,0.08220527334635941,0.5509370703253318
00F733C995,202406,0.08220527334635941,0.5509370703253318
00F733C995,202407,0.08220527334635941,0.04925966657467162
00F733C995,202408,0.08220527334635941,0.04925966657467162
00F733C995,202409,0.08220527334635941,0.04925966657467162
00F733C995,202410,0.0,0.0
00F733C995,202411,0.0,0.0
00F733C995,202412,0.0,0.0
00FDB35E9C,202301,0.0,0.0
00FDB35E9C,202302,0.0,0.0
00FDB35E9C,202303,0.0,0.0
00FDB35E9C,202304,0.0,0.0
00FDB35E9C,202305,0.0,0.0
00FDB35E9C,202306,0.0,0.0
00FDB35E9C,202307,0.0,0.0
00FDB35E9C,202308,0.0,0.0
00FDB35E9C,202309,0.0,0.0
00FDB35E9C,202310,0.0,0.0
00FDB35E9C,202311,0.0,0.0
00FDB35E9C,202312,0.0,0.0
00FDB35E9C,202401,0.0,0.0
00FDB35E9C,202402,0.0,0.0
00FDB35E9C,202403,0.0,0.0
00FDB35E9C,202404,0.08220527334635941,0.5509370703253318
00FDB35E9C,202405,0.08220527334635941,0.5509370703253318
00FDB35E9C,202406,0.08220527334635941,0.5509370703253318
00FDB35E9C,202407,0.08220527334635941,0.04925966657467162
00FDB35E9C,202408,0.08220527334635941,0.04925966657467162
00FDB35E9C,202409,0.08220527334635941,0.04925966657467162
00FDB35E9C,202410,0.0,0.0
00FDB35E9C,202411,0.0,0.0
00FDB35E9C,202412,0.0,0.0
011E53BB76,202301,0.0,0.0
011E53BB76,202302,0.0,0.0
011E53BB76,202303,0.0,0.0
011E53BB76,202304,0.0,0.0
011E53BB76,202305,0.0,0.0
011E53BB76,202306,0.0,0.0
011E53BB76,202307,0.0,0.0
011E53BB76,202308,0.0,0.0
011E53BB76,202309,0.0,0.0
011E53BB76,202310,0.0,0.0
011E53BB76,202311,0.0,0.0
011E53BB76,202312,0.0,0.0
011E53BB76,202401,0.0,0.0
011E53BB76,202402,0.0,0.0
011E53BB76,202403,0.0,0.0
011E53BB76,202404,0.08220527334635941,0.5509370703253318
011E53BB76,202405,0.08220527334635941,0.5509370703253318
011E53BB76,202406,0.08220527334635941,0.5509370703253318
011E53BB76,202407,0.08220527334635941,0.04925966657467162
011E53BB76,202408,0.08220527334635941,0.04925966657467162
011E53BB76,202409,0.08220527334635941,0.04925966657467162
011E53BB76,202410,0.0,0.0
011E53BB76,202411,0.0,0.0
011E53BB76,202412,0.0,0.0
012A64A73B,202301,0.0,0.0
012A64A73B,202302,0.0,0.0
012A64A73B,202303,0.0,0.0
012A64A73B,202304,0.0,0.0
012A64A73B,202305,0.0,0.0
012A64A73B,202306,0.0,0.0
012A64A73B,202307,0.0,0.0
012A64A73B,202308,0.0,0.0
012A64A73B,202309,0.0,0.0
012A64A73B,202310,0.0,0.0
012A64A73B,202311,0.0,0.0
012A64A73B,202312,0.0,0.0
012A64A73B,202401,0.0,0.0
012A64A73B,202402,0.0,0.0
012A64A73B,202403,0.0,0.0
012A64A73B,202404,0.08220527334635941,0.5509370703253318
012A64A73B,202405,0.08220527334635941,0.5509370703253318
012A64A73B,202406,0.08220527334635941,0.5509370703253318
012A64A73B,202407,0.08220527334635941,0.04925966657467162
012A64A73B,202408,0.08220527334635941,0.04925966657467162
012A64A73B,202409,0.08220527334635941,0.04925966657467162
012A64A73B,202410,0.0,0.0
012A64A73B,202411,0.0,0.0
012A64A73B,202412,0.0,0.0
014A6A2154,202310,0.0,0.0
014A6A2154,202311,0.0,0.0
014A6A2154,202312,0.0,0.0
014A6A2154,202401,0.0,0.0
014A6A2154,202402,0.0,0.0
014A6A2154,202403,0.0,0.0
014A6A2154,202404,0.08220527334635941,0.5509370703253318
014A6A2154,202405,0.08220527334635941,0.5509370703253318
014A6A2154,202406,0.08220527334635941,0.5509370703253318
014A6A2154,202407,0.08220527334635941,0.04925966657467162
014A6A2154,202408,0.08220527334635941,0.04925966657467162
014A6A2154,202409,0.08220527334635941,0.04925966657467162
014A6A2154,202410,0.0,0.0
014A6A2154,202411,0.0,0.0
014A6A2154,202412,0.0,0.0
01670CF403,202301,0.9999999999999996,0.5509370703253318
01670CF403,202302,0.9999999999999996,0.5509370703253318
01670CF403,202303,0.9999999999999996,0.5509370703253318
01670CF403,202304,0.9999999999999996,0.5509370703253318
01670CF403,202305,0.9999999999999996,0.5509370703253318
01670CF403,202306,0.9999999999999996,0.5509370703253318
01670CF403,202307,0.9999999999999996,0.5509370703253318
01670CF403,202308,0.9999999999999996,0.5509370703253318
01670CF403,202309,0.9999999999999996,0.5509370703253318
01670CF403,202310,0.9999999999999996,0.5509370703253318
01670CF403,202311,0.9999999999999996,0.5509370703253318
01670CF403,202312,0.9999999999999996,0.5509370703253318
01670CF403,202401,0.9999999999999996,0.5509370703253318
01670CF403,202402,0.9999999999999996,0.5509370703253318
01670CF403,202403,0.9999999999999996,0.5509370703253318
01670CF403,202404,0.08220527334635941,0.5509370703253318
01670CF403,202405,0.08220527334635941,0.5509370703253318
01670CF403,202406,0.08220527334635941,0.5509370703253318
01670CF403,202407,0.08220527334635941,0.04925966657467162
01670CF403,202408,0.08220527334635941,0.04925966657467162
01670CF403,202409,0.08220527334635941,0.04925966657467162
01670CF403,202410,0.0,0.0
01670CF403,202411,0.0,0.0
01670CF403,202412,0.0,0.0
016C67D6C6,202405,0.08220527334635941,0.5509370703253318
016C67D6C6,202406,0.08220527334635941,0.5509370703253318
016C67D6C6,202407,0.08220527334635941,0.04925966657467162
016C67D6C6,202408,0.08220527334635941,0.04925966657467162
016C67D6C6,202409,0.08220527334635941,0.04925966657467162
016C67D6C6,202410,0.0,0.0
016C67D6C6,202411,0.0,0.0
016C67D6C6,202412,0.0,0.0
01744C5370,202301,0.0,0.0
01744C5370,202302,0.0,0.0
01744C5370,202303,0.0,0.0
01744C5370,202304,0.0,0.0
01744C5370,202305,0.0,0.0
01744C5370,202306,0.0,0.0
01744C5370,202307,0.0,0.0
01744C5370,202308,0.0,0.0
01744C5370,202309,0.0,0.0
01744C5370,202310,0.0,0.0
01744C5370,202311,0.0,0.0
01744C5370,202312,0.0,0.0
01744C5370,202401,0.0,0.0
01744C5370,202402,0.0,0.0
01744C5370,202403,0.0,0.0
01744C5370,202404,0.08220527334635941,0.5509370703253318
01744C5370,202405,0.08220527334635941,0.5509370703253318
01744C5370,202406,0.08220527334635941,0.5509370703253318
01744C5370,202407,0.08220527334635941,0.04925966657467162
01744C5370,202408,0.08220527334635941,0.04925966657467162
01744C5370,202409,0.08220527334635941,0.04925966657467162
01744C5370,202410,0.0,0.0
01744C5370,202411,0.0,0.0
01744C5370,202412,0.0,0.0
0174C56C09,202301,0.9999999999999996,1.0000000000000002
0174C56C09,202302,0.9999999999999996,1.0000000000000002
0174C56C09,202303,0.9999999999999996,1.0000000000000002
0174C56C09,202304,0.9999999999999996,1.0000000000000002
0174C56C09,202305,0.9999999999999996,1.0000000000000002
0174C56C09,202306,0.9999999999999996,1.0000000000000002
0174C56C09,202307,0.9999999999999996,1.0000000000000002
0174C56C09,202308,0.9999999999999996,1.0000000000000002
0174C56C09,202309,0.9999999999999996,1.0000000000000002
0174C56C09,202310,0.9999999999999996,1.0000000000000002
0174C56C09,202311,0.9999999999999996,1.0000000000000002
0174C56C09,202312,0.9999999999999996,1.0000000000000002
0174C56C09,202401,0.9999999999999996,1.0000000000000002
0174C56C09,202402,0.9999999999999996,1.0000000000000002
0174C56C09,202403,0.9999999999999996,1.0000000000000002
0174C56C09,202404,0.9999999999999996,0.5509370703253318
0174C56C09,202405,0.9999999999999996,0.5509370703253318
0174C56C09,202406,0.9999999999999996,0.5509370703253318
0174C56C09,202407,0.9999999999999996,0.5509370703253318
0174C56C09,202408,0.9999999999999996,0.5509370703253318
0174C56C09,202409,0.9999999999999996,0.5509370703253318
0174C56C09,202410,0.9999999999999996,0.04925966657467162
0174C56C09,202411,0.9999999999999996,0.04925966657467162
0174C56C09,202412,0.9999999999999996,0.04925966657467162
018DD7E495,202301,0.0,0.0
018DD7E495,202302,0.0,0.0
018DD7E495,202303,0.0,0.0
018DD7E495,202304,0.0,0.0
018DD7E495,202305,0.0,0.0
018DD7E495,202306,0.0,0.0
018DD7E495,202307,0.0,0.0
018DD7E495,202308,0.0,0.0
018DD7E495,202309,0.0,0.0
018DD7E495,202310,0.0,0.0
018DD7E495,202311,0.0,0.0
018DD7E495,202312,0.0,0.0
018DD7E495,202401,0.0,0.0
018DD7E495,202402,0.0,0.0
018DD7E495,202403,0.0,0.0
018DD7E495,202404,0.08220527334635941,0.5509370703253318
018DD7E495,202405,0.08220527334635941,0.5509370703253318
018DD7E495,202406,0.08220527334635941,0.5509370703253318
018DD7E495,202407,0.08220527334635941,0.04925966657467162
018DD7E495,202408,0.08220527334635941,0.04925966657467162
018DD7E495,202409,0.08220527334635941,0.04925966657467162
018DD7E495,202410,0.0,0.0
018DD7E495,202411,0.0,0.0
018DD7E495,202412,0.0,0.0
019E31E4C6,202301,0.0,0.0
019E31E4C6,202302,0.0,0.0
019E31E4C6,202303,0.0,0.0
019E31E4C6,202304,0.0,0.0
019E31E4C6,202305,0.0,0.0
019E31E4C6,202306,0.0,0.0
019E31E4C6,202307,0.0,0.0
019E31E4C6,202308,0.0,0.0
019E31E4C6,202309,0.0,0.0
019E31E4C6,202310,0.0,0.0
019E31E4C6,202311,0.0,0.0
019E31E4C6,202312,0.0,0.0
019E31E4C6,202401,0.0,0.0
019E31E4C6,202402,0.0,0.0
019E31E4C6,202403,0.0,0.0
019E31E4C6,202404,0.08220527334635941,0.5509370703253318
019E31E4C6,202405,0.08220527334635941,0.5509370703253318
019E31E4C6,202406,0.08220527334635941,0.5509370703253318
019E31E4C6,202407,0.08220527334635941,0.04925966657467162
019E31E4C6,202408,0.08220527334635941,0.04925966657467162
019E31E4C6,202409,0.08220527334635941,0.04925966657467162
019E31E4C6,202410,0.0,0.0
019E31E4C6,202411,0.0,0.0
019E31E4C6,202412,0.0,0.0
01AAD3CFFA,202301,0.9999999999999996,0.04925966657467162
01AAD3CFFA,202302,0.9999999999999996,0.04925966657467162
